"Recipient(s):","Pakistan","","Flow(s):","ODA","","Amount:","Constant Prices (2014 USD millions)","","Type of Aid:","All Types, Total","","Flow Type(s):","Net Disbursements","","Channels:","All Channels, Total","",

"","","Time Period","2010","2011","2012","2013","2014","2015",
"Sector(s)","Donor(s)",
"I.3. Population Policies/Programmes & Reproductive Health, Total","Hungary","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Israel","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Kazakhstan","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Latvia","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Liechtenstein","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Lithuania","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Malta","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Romania","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Russia","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Saudi Arabia","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Chinese Taipei","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Thailand","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Timor Leste","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","Turkey","","..","..","..","..","..",".."
"I.3. Population Policies/Programmes & Reproductive Health, Total","United Arab Emirates","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Australia","","0.492594","0.556653","0.092852","1.114609","1.32506","1.604496"
"I.4. Water Supply & Sanitation, Total","Austria","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Belgium","","1.404174","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Canada","","0.26717","0.259213","0.304236","2.176992","0.032316","2.72872"
"I.4. Water Supply & Sanitation, Total","Czech Republic","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Denmark","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Finland","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","France","","..","0.96085","7.488853","8.37414","18.188935","7.361066"
"I.4. Water Supply & Sanitation, Total","Germany","","7.071779","5.174987","4.490166","2.17827","1.468492","0.975188"
"I.4. Water Supply & Sanitation, Total","Greece","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Iceland","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Ireland","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Italy","","..","0.01731","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Japan","","18.422098","31.914507","35.858744","10.1711","5.478419","3.031698"
"I.4. Water Supply & Sanitation, Total","Korea","","0.011518","0.55247","2.380975","1.880666","1.370778","1.904499"
"I.4. Water Supply & Sanitation, Total","Luxembourg","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Netherlands","","2.83688","2.531558","1.564848","1.521754","0.990219",".."
"I.4. Water Supply & Sanitation, Total","New Zealand","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Norway","","13.194801","0.090148","1.618775","..","..","0.012376"
"I.4. Water Supply & Sanitation, Total","Poland","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Portugal","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Slovak Republic","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Slovenia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Spain","","..","0.664721","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Sweden","","..","..","..","..","..","0.001241"
"I.4. Water Supply & Sanitation, Total","Switzerland","","0.63451","2.815455","2.270536","4.606062","5.83144","2.720027"
"I.4. Water Supply & Sanitation, Total","United Kingdom","","0.09249","..","0.070913","0.158398","0.123958","8.261374"
"I.4. Water Supply & Sanitation, Total","United States","","3.799666","3.017241","0.995349","1.040683","1.52652","19.865562"
"I.4. Water Supply & Sanitation, Total","Bulgaria","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Croatia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Cyprus","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Estonia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Hungary","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Israel","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Kazakhstan","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Latvia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Liechtenstein","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Lithuania","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Malta","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Romania","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Russia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Saudi Arabia","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Chinese Taipei","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Thailand","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Timor Leste","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","Turkey","","..","..","..","..","..",".."
"I.4. Water Supply & Sanitation, Total","United Arab Emirates","","..","3.985186","1.574695","0.583371","0.96241","0.242088"
"I.5.a. Government & Civil Society - general, Total","Australia","","1.37907","2.543831","9.297223","5.42683","1.540192","4.3694"
"I.5.a. Government & Civil Society - general, Total","Austria","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Belgium","","..","..","..","0.034992","..",".."
"I.5.a. Government & Civil Society - general, Total","Canada","","4.964994","4.973277","3.51217","7.525072","6.60616","3.070237"
"I.5.a. Government & Civil Society - general, Total","Czech Republic","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Denmark","","0.989239","2.658527","2.549024","3.096427","4.921423","7.564329"
"I.5.a. Government & Civil Society - general, Total","Finland","","0.218839","0.19903","..","..","0.183369","0.087557"
"I.5.a. Government & Civil Society - general, Total","France","","5.6E-05","0.069875","0.093168","0.729587","0.589227","0.447677"
"I.5.a. Government & Civil Society - general, Total","Germany","","6.430181","8.081955","11.623082","13.029051","12.292248","14.896062"
"I.5.a. Government & Civil Society - general, Total","Greece","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Iceland","","..","0.042867","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Ireland","","0.754381","0.039184","1.034804","0.470828","0.67839","0.509017"
"I.5.a. Government & Civil Society - general, Total","Italy","","..","..","0.151317","0.294718","0.542324","0.655389"
"I.5.a. Government & Civil Society - general, Total","Japan","","3.055488","2.394153","1.165339","1.808971","0.109781","0.065185"
"I.5.a. Government & Civil Society - general, Total","Korea","","0.257924","0.465275","0.298661","0.233088","0.439091","0.475487"
"I.5.a. Government & Civil Society - general, Total","Luxembourg","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Netherlands","","6.038958","4.317627","3.203935","3.364959","1.304231","1.494949"
"I.5.a. Government & Civil Society - general, Total","New Zealand","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Norway","","7.218449","8.487742","7.808801","7.431373","5.059578","3.687308"
"I.5.a. Government & Civil Society - general, Total","Poland","","..","..","..","..","0.024705",".."
"I.5.a. Government & Civil Society - general, Total","Portugal","","0.000547","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Slovak Republic","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Slovenia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Spain","","0.049588","0.005318","..","..","0.01032",".."
"I.5.a. Government & Civil Society - general, Total","Sweden","","7.568823","2.431392","2.36215","2.72289","2.626219","2.201924"
"I.5.a. Government & Civil Society - general, Total","Switzerland","","3.109346","0.733658","0.443012","3.673788","4.533323","3.029908"
"I.5.a. Government & Civil Society - general, Total","United Kingdom","","54.392084","35.961272","36.277655","77.017133","59.6188","74.307594"
"I.5.a. Government & Civil Society - general, Total","United States","","119.053565","86.125239","84.309445","57.19731","135.64895","126.282923"
"I.5.a. Government & Civil Society - general, Total","Bulgaria","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Croatia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Cyprus","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Estonia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Hungary","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Israel","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Kazakhstan","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Latvia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Liechtenstein","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Lithuania","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Malta","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Romania","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Russia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Saudi Arabia","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Chinese Taipei","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Thailand","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Timor Leste","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","Turkey","","..","..","..","..","..",".."
"I.5.a. Government & Civil Society - general, Total","United Arab Emirates","","..","0.015213","0.006758","0.00235","..",".."
"I.5.b. Conflict, Peace & Security, Total","Australia","","0.342066","..","0.017859","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Austria","","..","0.038384","..","..","..","0.017664"
"I.5.b. Conflict, Peace & Security, Total","Belgium","","0.111072","0.193434","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Canada","","0.048098","..","0.033275","0.018117","0.046628","0.019081"
"I.5.b. Conflict, Peace & Security, Total","Czech Republic","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Denmark","","7.524872","1.770174","1.110884","0.941487","7.788457","4.036195"
"I.5.b. Conflict, Peace & Security, Total","Finland","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","France","","4.394321","0.326111","..","0.956417","0.42145",".."
"I.5.b. Conflict, Peace & Security, Total","Germany","","5.268945","8.248612","6.622384","5.508603","7.761122","6.553617"
"I.5.b. Conflict, Peace & Security, Total","Greece","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Iceland","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Ireland","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Italy","","..","..","0.031711","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Japan","","29.039188","0.111252","9.617901","0.162718","0.133173","0.005025"
"I.5.b. Conflict, Peace & Security, Total","Korea","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Luxembourg","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Netherlands","","..","..","2.220772","3.947498","1.346664","2.481551"
"I.5.b. Conflict, Peace & Security, Total","New Zealand","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Norway","","0.542252","..","0.802342","1.164651","3.481732","6.007706"
"I.5.b. Conflict, Peace & Security, Total","Poland","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Portugal","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Slovak Republic","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Slovenia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Spain","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Sweden","","-0.023228","0.011275","0.011164","0.025321","0.026252","0.011382"
"I.5.b. Conflict, Peace & Security, Total","Switzerland","","..","..","..","..","0.025137","3.312042"
"I.5.b. Conflict, Peace & Security, Total","United Kingdom","","3.319167","7.08178","5.95046","16.903732","8.393884","3.19445"
"I.5.b. Conflict, Peace & Security, Total","United States","","16.442422","0.056886","0.084387","0.096549","0.16914","24.915879"
"I.5.b. Conflict, Peace & Security, Total","Bulgaria","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Croatia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Cyprus","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Estonia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Hungary","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Israel","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Kazakhstan","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Latvia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Liechtenstein","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Lithuania","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Malta","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Romania","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Russia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Saudi Arabia","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Chinese Taipei","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Thailand","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Timor Leste","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","Turkey","","..","..","..","..","..",".."
"I.5.b. Conflict, Peace & Security, Total","United Arab Emirates","","..","0.002017","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Australia","","1.929611","9.280807","0.672992","4.520328","5.047774","3.861022"
"I.6. Other Social Infrastructure & Services, Total","Austria","","0.009956","0.027916","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Belgium","","0.115823","0.118332","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Canada","","0.151681","0.156118","0.034237","0.043358","0.462687",".."
"I.6. Other Social Infrastructure & Services, Total","Czech Republic","","..","..","0.027827","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Denmark","","..","..","..","..","..","0.054278"
"I.6. Other Social Infrastructure & Services, Total","Finland","","0.097953","0.125636","0.101611","0.119949","0.163681","0.14944"
"I.6. Other Social Infrastructure & Services, Total","France","","0.113537","0.624935","0.738914","0.619983","0.528402","0.50938"
"I.6. Other Social Infrastructure & Services, Total","Germany","","6.092099","2.085805","3.922644","1.515143","0.764907","2.330006"
"I.6. Other Social Infrastructure & Services, Total","Greece","","0.019048","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Iceland","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Ireland","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Italy","","0.041834","..","0.480402","0.012044","0.170714","0.169904"
"I.6. Other Social Infrastructure & Services, Total","Japan","","1.657793","0.736667","0.841446","0.375354","0.578881","0.542149"
"I.6. Other Social Infrastructure & Services, Total","Korea","","0.01507","0.007033","0.212832","0.077004","0.01615",".."
"I.6. Other Social Infrastructure & Services, Total","Luxembourg","","0.134318","0.384425","..","..","0.184833",".."
"I.6. Other Social Infrastructure & Services, Total","Netherlands","","..","..","..","..","..","0.445227"
"I.6. Other Social Infrastructure & Services, Total","New Zealand","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Norway","","2.286758","1.5638","0.790304","0.807113","0.786763","0.608893"
"I.6. Other Social Infrastructure & Services, Total","Poland","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Portugal","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Slovak Republic","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Slovenia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Spain","","0.003855","..","..","0.005286","0.005307","0.013908"
"I.6. Other Social Infrastructure & Services, Total","Sweden","","0.019931","0.0142","0.078491","..","0.000208","7.6E-05"
"I.6. Other Social Infrastructure & Services, Total","Switzerland","","..","0.076793","0.003766","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","United Kingdom","","5.389445","56.818223","109.00897","128.237798","66.844845","117.590053"
"I.6. Other Social Infrastructure & Services, Total","United States","","194.567522","225.727935","22.157668","7.580915","13.15397","3.079834"
"I.6. Other Social Infrastructure & Services, Total","Bulgaria","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Croatia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Cyprus","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Estonia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Hungary","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Israel","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Kazakhstan","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Latvia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Liechtenstein","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Lithuania","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Malta","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Romania","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Russia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Saudi Arabia","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Chinese Taipei","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Thailand","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Timor Leste","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","Turkey","","..","..","..","..","..",".."
"I.6. Other Social Infrastructure & Services, Total","United Arab Emirates","","0.046781","..","0.023585","9.264393","15.41847",".."
"II.1. Transport & Storage, Total","Australia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Austria","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Belgium","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Canada","","0.208431","0.771443","1.428392","0.704042","0.928849","0.197541"
"II.1. Transport & Storage, Total","Czech Republic","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Denmark","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Finland","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","France","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Germany","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Greece","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Iceland","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Ireland","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Italy","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Japan","","23.864163","54.841041","48.090974","101.999853","80.802232","75.21649"
"II.1. Transport & Storage, Total","Korea","","0.029752","0.044955","0.026327","0.03183","0.024275","0.029821"
"II.1. Transport & Storage, Total","Luxembourg","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Netherlands","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","New Zealand","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Norway","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Poland","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Portugal","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Slovak Republic","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Slovenia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Spain","","0.036928","..","..","..","..",".."
"II.1. Transport & Storage, Total","Sweden","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Switzerland","","..","..","..","..","..","0.220803"
"II.1. Transport & Storage, Total","United Kingdom","","..","..","..","..","0.064588","53.871992"
"II.1. Transport & Storage, Total","United States","","14.760784","88.307375","36.598143","40.98171","157.91781","100.31469"
"II.1. Transport & Storage, Total","Bulgaria","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Croatia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Cyprus","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Estonia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Hungary","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Israel","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Kazakhstan","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Latvia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Liechtenstein","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Lithuania","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Malta","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Romania","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Russia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Saudi Arabia","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Chinese Taipei","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Thailand","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Timor Leste","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","Turkey","","..","..","..","..","..",".."
"II.1. Transport & Storage, Total","United Arab Emirates","","..","34.019711","27.402311","43.650079","16.32","22.282532"
"II.2. Communications, Total","Australia","","..","..","0.087308","..","..",".."
"II.2. Communications, Total","Austria","","..","..","..","..","..",".."
"II.2. Communications, Total","Belgium","","..","..","..","..","..",".."
"II.2. Communications, Total","Canada","","0.330875","0.331764","0.192894","0.060748","..","0.086"
"II.2. Communications, Total","Czech Republic","","..","..","..","..","..",".."
"II.2. Communications, Total","Denmark","","..","..","..","..","..",".."
"II.2. Communications, Total","Finland","","..","..","..","..","..",".."
"II.2. Communications, Total","France","","..","..","..","..","..",".."
"II.2. Communications, Total","Germany","","..","0.025339","0.057839","..","..",".."
"II.2. Communications, Total","Greece","","..","..","..","..","..",".."
"II.2. Communications, Total","Iceland","","..","..","..","..","..",".."
"II.2. Communications, Total","Ireland","","..","..","..","..","..",".."
"II.2. Communications, Total","Italy","","..","..","..","..","..",".."
"II.2. Communications, Total","Japan","","0.012849","0.215572","0.975902","0.323361","12.346319","0.180128"
"II.2. Communications, Total","Korea","","0.069443","0.110106","0.005616","0.023446","..","0.062472"
"II.2. Communications, Total","Luxembourg","","..","..","..","..","..",".."
"II.2. Communications, Total","Netherlands","","..","..","..","..","..",".."
"II.2. Communications, Total","New Zealand","","..","..","..","..","..",".."
"II.2. Communications, Total","Norway","","..","..","..","..","..",".."
"II.2. Communications, Total","Poland","","..","..","..","..","..",".."
"II.2. Communications, Total","Portugal","","..","..","..","..","..",".."
"II.2. Communications, Total","Slovak Republic","","..","..","..","..","..",".."
"II.2. Communications, Total","Slovenia","","..","..","..","..","..",".."
"II.2. Communications, Total","Spain","","..","..","..","..","..",".."
"II.2. Communications, Total","Sweden","","..","..","..","..","..",".."
"II.2. Communications, Total","Switzerland","","..","..","..","..","..",".."
"II.2. Communications, Total","United Kingdom","","..","..","0.342071","0.172591","0.461128",".."
"II.2. Communications, Total","United States","","0.054157","..","0.121575","..","..",".."
"II.2. Communications, Total","Bulgaria","","..","..","..","..","..",".."
"II.2. Communications, Total","Croatia","","..","..","..","..","..",".."
"II.2. Communications, Total","Cyprus","","..","..","..","..","..",".."
"II.2. Communications, Total","Estonia","","..","..","..","..","..",".."
"II.2. Communications, Total","Hungary","","..","..","..","..","..",".."
"II.2. Communications, Total","Israel","","..","..","..","..","..",".."
"II.2. Communications, Total","Kazakhstan","","..","..","..","..","..",".."
"II.2. Communications, Total","Kuwait (KFAED)","","..","..","..","..","..",".."
"II.2. Communications, Total","Latvia","","..","..","..","..","..",".."
"II.2. Communications, Total","Liechtenstein","","..","..","..","..","..",".."
"II.2. Communications, Total","Lithuania","","..","..","..","..","..",".."
"II.2. Communications, Total","Malta","","..","..","..","..","..",".."
"II.2. Communications, Total","Romania","","..","..","..","..","..",".."
"II.2. Communications, Total","Russia","","..","..","..","..","..",".."
"II.2. Communications, Total","Saudi Arabia","","..","..","..","..","..",".."
"II.2. Communications, Total","Chinese Taipei","","..","..","..","..","..",".."
"II.2. Communications, Total","Thailand","","..","..","..","..","..",".."
"II.2. Communications, Total","Timor Leste","","..","..","..","..","..",".."
"II.2. Communications, Total","Turkey","","..","..","..","..","..",".."
"II.2. Communications, Total","United Arab Emirates","","..","..","..","..","..",".."
"II.3. Energy, Total","Australia","","0.061889","..","0.183171","..","..",".."
"II.3. Energy, Total","Austria","","..","..","..","..","..",".."
"II.3. Energy, Total","Belgium","","..","..","..","..","..",".."
"II.3. Energy, Total","Canada","","..","..","..","..","..",".."
"II.3. Energy, Total","Czech Republic","","..","..","..","..","..",".."
"II.3. Energy, Total","Denmark","","..","..","..","..","..","0.04383"
"II.3. Energy, Total","Finland","","2.1E-05","..","..","..","..",".."
"II.3. Energy, Total","France","","..","..","..","..","1.879198","3.535465"
"II.3. Energy, Total","Germany","","5.835504","3.472104","4.799212","4.192975","5.754998","12.647383"
"II.3. Energy, Total","Greece","","..","..","..","..","..",".."
"II.3. Energy, Total","Iceland","","..","..","..","..","..",".."
"II.3. Energy, Total","Ireland","","..","..","..","..","..",".."
"II.3. Energy, Total","Italy","","..","..","..","..","..","0.017226"
"II.3. Energy, Total","Japan","","18.752689","31.479508","45.034689","32.208162","95.144316","54.309872"
"II.3. Energy, Total","Korea","","15.104897","6.054609","2.249202","33.57693","7.169874","0.40441"
"II.3. Energy, Total","Luxembourg","","..","..","..","..","..",".."
"II.3. Energy, Total","Netherlands","","0.448753","0.365369","0.464423","0.929801","0.881385","0.07868"
"II.3. Energy, Total","New Zealand","","..","..","..","..","..",".."
"II.3. Energy, Total","Norway","","0.09496","..","..","..","..","0.174788"
"II.3. Energy, Total","Poland","","..","..","..","..","..",".."
"II.3. Energy, Total","Portugal","","..","..","..","..","..",".."
"II.3. Energy, Total","Slovak Republic","","..","..","..","..","..",".."
"II.3. Energy, Total","Slovenia","","..","..","..","..","..",".."
"II.3. Energy, Total","Spain","","0.018464","..","..","..","..",".."
"II.3. Energy, Total","Sweden","","..","..","..","..","..",".."
"II.3. Energy, Total","Switzerland","","..","..","..","..","..",".."
